"","TITULO_PROJETO","","UF_PROPONENTE","SITUACAO_REGISTRO","CNPJ_PROPONENTE","RAZAO_SOCIAL_PROPONENTE","LEI_8313","ART1","ART1A","ART3","ART3A","ART39","FUNCINES","TOTAL_CAPTADO"
"","","","RJ","DEFERIDO","18.675.219/0001-56","MACUMBASURFCLUB FILMES LTDA","0","0","0","0","380000","0","0","380000"
"","","","RJ","DEFERIDO","18.675.219/0001-56","MACUMBASURFCLUB FILMES LTDA","0","0","0","0","285807,5","0","0","285807,5"
"","","","SP","IRREGULAR","18.677.618/0001-56","","0","0","500000","0","380000","0","0","880000"
"","Em Busca de Cinderela","","RJ","DEFERIDO","18.822.538/0001-47","VIEW FILMES PRODUCOES AUDIOVISUAIS LTDA - EPP","0","516878","210298,88","0","0","0","0","727176,88"
"","","","RJ","DEFERIDO","18.822.538/0001-47","VIEW FILMES PRODUCOES AUDIOVISUAIS LTDA - EPP","0","391750","95350","0","0","0","0","487100"
"","ANJOS E ARCANJOS","","RJ","DEFERIDO","18.822.538/0001-47","VIEW FILMES PRODUCOES AUDIOVISUAIS LTDA - EPP","0","325520","19437,85","0","0","0","0","344957,85"
"","PHOTOCHART - NASCIDOS PARA VENCER","","RJ","DEFERIDO","18.822.538/0001-47","VIEW FILMES PRODUCOES AUDIOVISUAIS LTDA - EPP","0","483909","57194","0","0","0","0","541103"
"","ROGAI POR NOS 2 - OS SANTOS NO BRASIL","","RJ","DEFERIDO","18.822.538/0001-47","VIEW FILMES PRODUCOES AUDIOVISUAIS LTDA - EPP","0","389000","5000","0","0","0","0","394000"
"","Auto Posto - Segunda Temporada ","","SP","DEFERIDO","18.883.243/0001-80","SALVATORE FILMES LTDA","0","0","0","0","0","2485739,41","0","2485739,41"
"","Auto Posto - Primeira temporada","","SP","DEFERIDO","18.883.243/0001-80","SALVATORE FILMES LTDA","0","0","0","0","0","1953367,23","0","1953367,23"
"","","","SP","DEFERIDO","18.883.243/0001-80","SALVATORE FILMES LTDA","0","0","815603,03","0","0","0","0","815603,03"
"","Ponto Firme","","SP","DEFERIDO","18.913.837/0001-97","","0","0","375000","0","0","0","0","375000"
"","","","RJ","DEFERIDO","18.921.438/0001-78","","0","0","0","95100","129000","0","0","224100"
"","ANGELA","","SP","DEFERIDO","19.069.618/0001-36","","0","0","0","945367,75","1004632,25","0","0","1950000"
"","","","SP","DEFERIDO","19.069.618/0001-36","","0","0","50000","0","0","500000","0","550000"
"","SALA ESCURA","","CE","DEFERIDO","19.152.930/0001-99","","0","0","300000","0","0","0","0","300000"
"","","","SP","DEFERIDO","19.291.237/0001-05","TOCHA PRODUCOES ARTISTICAS - EIRELI","0","0","1987960,52","0","0","0","0","1987960,52"
"","","","SP","DEFERIDO","19.291.237/0001-05","TOCHA PRODUCOES ARTISTICAS - EIRELI","0","0","1341357","0","0","0","0","1341357"
"","Justiceiros","","PE","DEFERIDO","19.388.280/0001-85","PACTO AUDIOVISUAL PRODUTORES ASSOCIADOS LTDA","0","0","0","0","0","351351,99","0","351351,99"
"","O Rastro","","RJ","DEFERIDO","19.478.327/0001-00","LUPA FILMES LTDA","0","0","1000000","0","2880015","0","0","3880015"
"","","","RJ","DEFERIDO","19.478.327/0001-00","LUPA FILMES LTDA","0","250000","0","545206,39","954793,61","0","0","1750000"
"","","","RJ","DEFERIDO","19.542.988/0001-49","","0","0","0","0","1250000","0","0","1250000"
"","","","RJ","DEFERIDO","19.542.988/0001-49","","0","0","0","0","1250000","0","0","1250000"
"","Confronto Final","","MG","IRREGULAR","19.733.567/0001-03","","0","332400","0","0","0","0","0","332400"
"","SLAM: VOZ DE LEVANTE (EX VALENDO A VIDA)","","SP","DEFERIDO","19.886.089/0001-63","","0","0","0","0","170000","0","0","170000"
"","Minha Fortaleza - Os Filhos de Fulano","","SP","DEFERIDO","19.886.089/0001-63","","0","0","580000","0","0","0","0","580000"
"","","","SP","DEFERIDO","20.290.522/0001-82","","0","0","0","2399999,99","600000","0","500000","3499999,99"
"","","","RJ","IRREGULAR","20.520.970/0001-25","","0","0","0","0","480000","0","0","480000"
"","Caros Amigos","","RJ","IRREGULAR","20.520.970/0001-25","","0","0","0","0","510000","0","0","510000"
"","","","RJ","DEFERIDO","20.840.042/0001-48","ZEN FILMES LTDA","0","0","0","0","500000","0","0","500000"
"","CRISTAL (EX REALIDADE REAL)","","SP","IRREGULAR","20.881.630/0001-20","","0","0","250000","0","0","0","0","250000"
"","DUDU E O LAPIS COR DA PELE","","SP","DEFERIDO","21.154.983/0001-90","","0","0","80000","0","0","0","0","80000"
"","SOS Focinho","","RJ","DEFERIDO","21.553.872/0001-57","","0","0","340000","0","0","0","0","340000"
"","AVASSALADORAS 2","","RJ","DEFERIDO","21.866.996/0001-92","TF INTERNATIONAL PRODUTORA DE FILMES LTDA","0","0","227000","1470000","1210327,66","0","0","2907327,66"
"","","","SP","DEFERIDO","21.917.692/0001-07","LAPIS BRANCO PRODUCOES ARTISTICAS LTDA.","0","0","189500","0","0","0","0","189500"
"","Os Remanescentes","","RJ","DEFERIDO","22.208.152/0001-17","","0","0","0","320710,5","0","0","0","320710,5"
"","Amor e Cia.","","MG","DEFERIDO","22.331.409/0001-23","QUIMERA FILMES LTDA","459344,9959","2041809,44","0","0","0","0","0","2501154,436"
"","","","MG","DEFERIDO","22.331.409/0001-23","QUIMERA FILMES LTDA","620460","737478","0","72906,17","0","0","0","1430844,17"
"","","","MG","DEFERIDO","22.331.409/0001-23","QUIMERA FILMES LTDA","640000","100000","745963,26","0","0","0","0","1485963,26"
"","","","MG","DEFERIDO","22.331.409/0001-23","QUIMERA FILMES LTDA","0","100000","0","0","0","0","0","100000"
"","Batismo de Sangue","","MG","DEFERIDO","22.331.409/0001-23","QUIMERA FILMES LTDA","1810000","2450000","90000","0","0","0","0","4350000"
"","O Mineiro e o Queijo","","MG","DEFERIDO","22.331.409/0001-23","QUIMERA FILMES LTDA","100000","0","150000","0","0","0","0","250000"
"","","","MG","DEFERIDO","22.331.409/0001-23","QUIMERA FILMES LTDA","0","1052900","2450000","0","0","0","0","3502900"
""," Na Estrada do Jiu-Jitsu - 2 Temporada","","RJ","IRREGULAR","22.516.874/0001-39","ATOM PRODUCOES E CONSULTORIA DE ENTRETENIMENTO LTDA","0","0","0","0","751450","0","0","751450"
"","NA ESTRADA DO JIU JITSU (EX  JIU JITSU NA ESTRADA)","","RJ","IRREGULAR","22.516.874/0001-39","ATOM PRODUCOES E CONSULTORIA DE ENTRETENIMENTO LTDA","0","0","0","0","370500","0","0","370500"
"","","","MG","DEFERIDO","22.791.682/0001-30","","0","0","100777,5","0","0","0","0","100777,5"
"","","","RJ","DEFERIDO","22.865.259/0001-38","","0","0","166989,52","0","0","0","0","166989,52"
"","Em Busca de Anselmo","","RJ","DEFERIDO","22.889.475/0001-13","","0","0","0","0","0","1787753","0","1787753"
"","DOBERMAN (EX CORRE BICHO!)","","RJ","DEFERIDO","22.889.475/0001-13","","0","0","59999,15","0","0","0","0","59999,15"
"","COMADRES (EX ENCRENCA E MARMOTA)","","MG","DEFERIDO","22.971.615/0001-06","DROMEDARIO CINEMA E VIDEO LTDA - EPP","0","0","0","0","350000","0","0","350000"
"","","","MG","DEFERIDO","23.148.018/0001-30","FILMEGRAPH LTDA","0","222500","0","0","0","0","0","222500"
"","BABEL/SP","","MG","DEFERIDO","23.148.018/0001-30","FILMEGRAPH LTDA","0","0","0","0","0","1424836,6","0","1424836,6"
"","","","MG","DEFERIDO","23.148.018/0001-30","FILMEGRAPH LTDA","0","0","95000","0","0","0","0","95000"
"","FRONTEIRA - O FILME","","MG","DEFERIDO","23.148.018/0001-30","FILMEGRAPH LTDA","0","751000","0","0","0","0","0","751000"
"","Canastra Suja","","RJ","DEFERIDO","23.234.999/0001-39","","0","0","500000","0","0","0","0","500000"
"","TE CONTO NO CAMINHO","","SP","DEFERIDO","23.511.961/0001-66","VIVIAN MESQUITA LIMA","0","0","0","0","287360,37","0","0","287360,37"
"","OITO SEGUNDOS - DESENVOLVIMENTO","","SP","DEFERIDO","23.541.197/0001-71","REAGENT MEDIA LTDA","0","0","0","0","300000","0","0","300000"
"","BYSTANDER (DESENVOLVIMENTO)","","SP","DEFERIDO","23.541.197/0001-71","REAGENT MEDIA LTDA","0","0","0","298775","0","0","0","298775"
"","Pacified ","","SP","DEFERIDO","23.541.197/0001-71","REAGENT MEDIA LTDA","0","400000","263000","3000000","0","0","0","3663000"
"","Albatroz","","SP","DEFERIDO","23.723.437/0001-59","LOMA FILMES LTDA","0","299462","0","0","2000000","0","390326,7","2689788,7"
"","O Sistema - Desenvolvimento","","SP","DEFERIDO","23.723.437/0001-59","LOMA FILMES LTDA","0","0","0","0","150000","0","0","150000"
"","Hebe - O Filme","","SP","DEFERIDO","23.723.437/0001-59","LOMA FILMES LTDA","0","720000","1095000","1696091,97","1303908,03","0","0","4815000"
"","Hebe.doc","","SP","DEFERIDO","23.723.437/0001-59","LOMA FILMES LTDA","0","0","0","0","1118000,01","0","0","1118000,01"
"","","","SP","DEFERIDO","23.723.437/0001-59","LOMA FILMES LTDA","0","0","0","0","2836588,14","0","0","2836588,14"
"","QUEM SALVA QUEM?","","RJ","DEFERIDO","23.957.635/0001-87","A FABRICA FILMES LTDA","0","0","0","346725,49","1452580,3","0","0","1799305,79"
"","","","RJ","DEFERIDO","23.957.635/0001-87","A FABRICA FILMES LTDA","0","292179","0","0","3000000","0","0","3292179"
""," GALERA FC (EX PANELINHA)","","RJ","DEFERIDO","23.964.115/0001-00","","0","0","0","2912998,72","0","1042261,2","0","3955259,92"
"","","","RJ","DEFERIDO","23.964.115/0001-00","","0","0","0","0","3000000","0","0","3000000"
"","","","RJ","DEFERIDO","23.964.115/0001-00","","0","0","0","0","3000000","0","0","3000000"
"","Procura-se um Marido","","RJ","DEFERIDO","24.029.216/0001-48","FRAMBOESA FILMES E PRODUCOES LTDA","0","0","0","686147,1","1350000","0","0","2036147,1"
"","QUASE 30 - DESENVOLVIMENTO","","RJ","DEFERIDO","24.029.216/0001-48","FRAMBOESA FILMES E PRODUCOES LTDA","0","0","0","0","120000","0","0","120000"
"","PROCURA-SE UM MARIDO - DESENVOLVIMENTO","","RJ","DEFERIDO","24.029.216/0001-48","FRAMBOESA FILMES E PRODUCOES LTDA","0","0","0","150000","150000","0","0","300000"
"","","","MS","DEFERIDO","24.754.642/0001-44","F.D.SILVEIRA - PRODUTORA AUDIOVISUAL E CULTURAL - ME","0","0","458556,97","0","0","0","0","458556,97"
"","Lendas do Motocross Brasileiro","","SC","DEFERIDO","24.856.310/0001-70","CAFE PRETO PRODUCOES AUDIOVISUAIS LTDA - ME","0","0","549444,21","0","0","0","0","549444,21"
"","","","SC","DEFERIDO","24.856.310/0001-70","CAFE PRETO PRODUCOES AUDIOVISUAIS LTDA - ME","0","0","71526,87","0","0","0","0","71526,87"
"","Brusque 92","","SC","DEFERIDO","24.856.310/0001-70","CAFE PRETO PRODUCOES AUDIOVISUAIS LTDA - ME","0","0","147535","0","0","0","0","147535"
"","","","DF","DEFERIDO","26.480.434/0001-20","","0","505307","0","0","0","0","0","505307"
"","Jambalaia","","RJ","DEFERIDO","26.694.889/0001-48","CAPURI FILMES PRODUCOES LTDA","0","0","200000","0","0","0","0","200000"
"","","","RJ","DEFERIDO","27.051.978/0001-39","","780000","0","0","0","0","0","0","780000"
"","","","RJ","DEFERIDO","27.052.323/0001-85","","0","0","0","0","824792,47","0","0","824792,47"
"","","","SP","DEFERIDO","27.102.439/0001-81","","0","0","0","0","0","711305","0","711305"
"","","","SP","IRREGULAR","27.436.455/0001-00","MYMAMA ENTERTAINMENT SERIES E FILMES LTDA","0","0","0","0","0","1047906,15","0","1047906,15"
"","SINFONIA DE UM HOMEM COMUM","","RJ","DEFERIDO","27.527.464/0001-07","COEVOS FILMES LTDA","0","0","0","0","200000","0","0","200000"
"","Dois Perdidos Numa Noite Suja","","RJ","DEFERIDO","27.527.464/0001-07","COEVOS FILMES LTDA","0","240000","0","0","0","0","0","240000"
"","Achados e Perdidos","","RJ","DEFERIDO","27.527.464/0001-07","COEVOS FILMES LTDA","860000","328507","0","579740,3","0","0","0","1768247,3"
"","","","RJ","DEFERIDO","27.527.464/0001-07","COEVOS FILMES LTDA","0","36309","0","0","0","0","0","36309"
"","OLHOS AZUIS      (EX - OLHOS AZUIS - O FILME)","","RJ","DEFERIDO","27.527.464/0001-07","COEVOS FILMES LTDA","400000","482136","600000","650000","0","0","0","2132136"
"","Prova de Artista (Ex - Vida de Artista) (ex - OSESP - Uma Orquestra do Brasil)","","RJ","DEFERIDO","27.527.464/0001-07","COEVOS FILMES LTDA","0","143565","600000","0","0","0","0","743565"
"","","","RJ","DEFERIDO","27.651.181/0001-72","","0","0","130000","0","0","0","0","130000"
"","GLAUBER O FILME, LABIRINTO DO BRASIL","","RJ","DEFERIDO","27.651.181/0001-72","","150000","0","0","0","0","0","0","150000"
"","","","RJ","DEFERIDO","27.651.181/0001-72","","110000","339292","0","0","0","0","0","449292"
"","","","RJ","DEFERIDO","27.651.181/0001-72","","346250","214000","0","0","0","0","0","560250"
"","","","RJ","DEFERIDO","27.651.181/0001-72","","0","0","700000","0","0","0","0","700000"
"","","","RJ","DEFERIDO","27.651.181/0001-72","","0","0","377150","0","0","0","0","377150"
"","Alma Imoral","","RJ","DEFERIDO","27.651.181/0001-72","","10000","0","480000","0","0","0","0","490000"
"","","","RJ","DEFERIDO","27.651.181/0001-72","","0","0","500000","0","0","0","0","500000"
"","Horizonte","","GO","DEFERIDO","27.795.226/0001-82","FILMES DO INTERIOR PRODUCOES AUDIOVISUAIS LTDA ME","0","0","900000","0","0","0","0","900000"
"","","","RJ","DEFERIDO","27.815.174/0001-69","","0","0","0","0","230000","0","0","230000"
"","","","SP","DEFERIDO","27.872.415/0001-01","","0","320471","750000","0","0","0","0","1070471"
"","","","SP","DEFERIDO","27.872.415/0001-01","","0","0","240000","0","3000000","0","0","3240000"
"","JENIPAPO","","SP","DEFERIDO","27.872.415/0001-01","","0","745979,2","0","0","0","0","0","745979,2"
"","De Brasil 500 (50 de Trio) Trio Chame Gente / Moraes Moreira","","SP","DEFERIDO","27.872.415/0001-01","","0","353554","0","0","0","0","0","353554"
"","Benjamim","","SP","DEFERIDO","27.872.415/0001-01","","560000","840000","0","350000","0","0","0","1750000"
"","","","RJ","DEFERIDO","27.920.016/0001-79","","1252999,989","2472463,12","0","79999,99","0","0","0","3805463,099"
"","","","RJ","DEFERIDO","27.920.016/0001-79","","0","0","0","0","320000","0","0","320000"
"","NUNCA MAIS SEREI A MESMA (EX- LAS MARIAS DA PENHA)","","RJ","DEFERIDO","27.920.016/0001-79","","0","0","1320000","0","0","0","0","1320000"
"","","","RJ","DEFERIDO","27.920.016/0001-79","","0","241505","0","0","0","0","0","241505"
"","","","RJ","DEFERIDO","27.920.016/0001-79","","0","296573","0","0","0","0","0","296573"
"","","","RJ","DEFERIDO","27.920.016/0001-79","","0","150000","0","0","300000","0","0","450000"
"","PAPARAZZI - DESENVOLVIMENTO","","RJ","DEFERIDO","27.920.016/0001-79","","0","0","0","150000","0","0","0","150000"
"","","","RJ","DEFERIDO","27.920.016/0001-79","","0","0","50000","0","0","0","300000","350000"
"","Orlando - Florida","","RJ","DEFERIDO","27.920.016/0001-79","","0","730000","0","2000000","431826,24","0","1250000","4411826,24"
"","","","RJ","DEFERIDO","27.920.016/0001-79","","0","0","0","0","121110","0","0","121110"
"","","","RJ","DEFERIDO","27.920.016/0001-79","","0","1619000","0","0","250000","0","0","1869000"
"","PARINTINS","","RJ","DEFERIDO","27.920.016/0001-79","","100000","0","0","0","0","0","0","100000"
"","Beatriz (Ex - Entre a Dor e o Nada)","","RJ","DEFERIDO","27.920.016/0001-79","","0","200000","600000","0","149999,99","0","0","949999,99"
"","","","RJ","DEFERIDO","27.920.016/0001-79","","259707,2","0","260000","0","0","0","0","519707,2"
"","Amor?","","RJ","DEFERIDO","28.026.565/0001-67","","0","0","940000","0","0","0","0","940000"
"","","","RJ","DEFERIDO","28.026.565/0001-67","","0","850000","1505068","0","700000","421429,55","0","3476497,55"
"","FAROESTE CABOCLO - DESENVOLVIMENTO","","RJ","DEFERIDO","28.026.565/0001-67","","0","0","0","100000","0","0","0","100000"
"","","","RJ","DEFERIDO","28.026.565/0001-67","","90000","30000","0","0","0","0","0","120000"
"","","","RJ","DEFERIDO","28.026.565/0001-67","","2120410,38","2110000","0","1000000","0","0","850000","6080410,38"
"","","","RJ","DEFERIDO","28.026.565/0001-67","","180000","0","0","53902,17","0","0","0","233902,17"
"","","","RJ","DEFERIDO","28.026.565/0001-67","","1820000","0","0","100000","0","0","0","1920000"
"","","","RJ","DEFERIDO","28.026.565/0001-67","","0","0","1250000","0","0","0","0","1250000"
"","Copacabana","","RJ","DEFERIDO","28.026.565/0001-67","","2127651,64","0","0","115492,29","0","0","0","2243143,93"
"","ATRAVESSA A VIDA (EX PRO DIA NASCER FELIZ 2)","","RJ","DEFERIDO","28.026.565/0001-67","","0","0","0","0","290000","0","0","290000"
"","","","RJ","DEFERIDO","28.026.565/0001-67","","0","0","0","0","537779,98","0","0","537779,98"
"","Surdes","","SP","DEFERIDO","28.037.068/0001-64","NALATA FILMES LTDA - ME","0","0","0","0","437681,24","0","0","437681,24"
"","Sol Caminhando Contra o Vento (O)","","RJ","DEFERIDO","28.247.971/0001-50","","380000","200000","0","0","0","0","0","580000"
"","O Sonho de Rose - O Filme","","RJ","DEFERIDO","28.247.971/0001-50","","350000","0","0","0","0","0","0","350000"
"","","","SP","DEFERIDO","28.303.041/0001-76","","0","0","0","0","3000000","0","0","3000000"
"","Juacas - Segunda Temporada","","SP","DEFERIDO","28.303.041/0001-76","","0","0","0","3000000","0","1707726,55","0","4707726,55"
""," O LONGO AMANHECER - CINEBIOGRAFIA DE CELSO FURTADO (EX CIENTISTA BRASILEIRO - CELSO FURTADO)","","RJ","DEFERIDO","28.330.561/0001-78","","0","235000","0","0","0","0","0","235000"
"","","","RJ","DEFERIDO","28.330.561/0001-78","","0","350000","530000","0","0","0","0","880000"
"","","","RJ","DEFERIDO","28.330.561/0001-78","","700000","0","0","0","0","0","0","700000"
"","","","RJ","DEFERIDO","28.629.780/0001-52","","0","0","0","0","3000000","0","0","3000000"
"","","","RJ","DEFERIDO","28.629.780/0001-52","","0","0","0","2386438,76","613561,24","0","0","3000000"
"","Conselho Tutelar","","RJ","DEFERIDO","28.629.780/0001-52","","0","0","0","0","2249664,41","0","0","2249664,41"
"","Na Fita","","RJ","DEFERIDO","28.629.780/0001-52","","0","0","0","0","0","199500","0","199500"
"","NOSSA BOSSA","","RJ","DEFERIDO","28.629.780/0001-52","","0","0","0","0","0","326653,35","0","326653,35"
"","","","RJ","DEFERIDO","29.055.209/0001-34","BARRA FILMES LTDA","0","0","4000000","0","0","0","0","4000000"
"","","","RJ","IRREGULAR","29.169.034/0001-96","","120000","0","0","0","42691,74","0","0","162691,74"
"","","","RJ","DEFERIDO","29.185.956/0001-97","","0","0","50000","0","0","0","0","50000"
"","SALVE GERAL - DESENVOLVIMENTO","","RJ","IRREGULAR","29.254.331/0001-30","TOSCANA AUDIOVISUAL LTDA","0","0","0","179550","0","0","0","179550"
"","Salve Geral","","RJ","IRREGULAR","29.254.331/0001-30","TOSCANA AUDIOVISUAL LTDA","0","1116232","0","2818800","0","0","2500000","6435032"
"","Querido Embaixador (ex - Um Brilho na Noite)","","RJ","IRREGULAR","29.254.331/0001-30","TOSCANA AUDIOVISUAL LTDA","0","200000","269216","0","300000","0","0","769216"
"","ZUZU ANGEL     Ex  Angel","","RJ","IRREGULAR","29.254.331/0001-30","TOSCANA AUDIOVISUAL LTDA","1500000","1686000","0","2850000","0","0","0","6036000"
"","MUTUM      (EX - MIGUILIM)","","RJ","DEFERIDO","29.269.719/0001-04","","1910000","1218320","260000","0","0","0","0","3388320"
"","PRO DIA NASCER FELIZ","","RJ","DEFERIDO","29.269.719/0001-04","","345000","490000","0","0","0","0","0","835000"
"","Desafinados (Os)","","RJ","DEFERIDO","29.269.719/0001-04","","1150000","4000000","248044,51","500000","0","0","1000000","6898044,51"
"","","","RJ","DEFERIDO","29.269.719/0001-04","","0","1482142","0","0","1000000","0","0","2482142"
"","","","RJ","DEFERIDO","29.269.719/0001-04","","0","1395142","6800","0","3000000","0","0","4401942"
"","","","RJ","DEFERIDO","29.269.719/0001-04","","0","1450000","300753,83","0","0","0","0","1750753,83"
"","Gringos do Rio","","RJ","DEFERIDO","29.269.719/0001-04","","0","600000","0","0","0","0","0","600000"
"","","","RJ","DEFERIDO","29.269.719/0001-04","","0","353142","0","0","0","0","0","353142"
"","A falta que nos move","","RJ","DEFERIDO","29.269.719/0001-04","","0","698693","36375","0","0","0","0","735068"
"","","","RJ","DEFERIDO","29.269.719/0001-04","","0","358758","0","0","0","0","0","358758"
"","CAMPO GRANDE","","RJ","DEFERIDO","29.269.719/0001-04","","0","2250000","1650000","0","0","0","0","3900000"
"","","","RJ","DEFERIDO","29.269.719/0001-04","","0","350000","1000000","0","2000000","0","0","3350000"
"","10 SEGUNDOS  - DESENVOLVIMENTO","","RJ","DEFERIDO","29.269.719/0001-04","","0","0","0","0","299250","0","0","299250"
"","10 SEGUNDOS PARA VENCER (EX 10 SEGUNDOS)","","RJ","DEFERIDO","29.269.719/0001-04","","0","2592195","555556,53","0","2700000","0","0","5847751,53"
"","","","RJ","DEFERIDO","29.269.719/0001-04","","0","0","0","0","100000","0","0","100000"
"","Ostra e o Vento (A)","","RJ","DEFERIDO","29.269.719/0001-04","","170000,01","1174695","0","0","0","0","0","1344695,01"
"","Bufo & Spallanzani","","RJ","DEFERIDO","29.269.719/0001-04","","600000","1912932,56","0","196000","0","0","0","2708932,56"
"","","","RJ","DEFERIDO","29.269.719/0001-04","","0","677169","0","0","0","0","0","677169"
"","Janela da Alma","","RJ","DEFERIDO","29.269.719/0001-04","","0","586826","0","0","0","0","0","586826"
"","","","RJ","DEFERIDO","29.269.719/0001-04","","700000","1059405","0","0","0","0","0","1759405"
"","Lara","","RJ","DEFERIDO","29.415.130/0001-77","","1481924,791","2487709","0","0","0","0","0","3969633,791"
"","Mangueira em 2 tempos","","RJ","DEFERIDO","29.415.130/0001-77","","0","0","150000","0","0","0","0","150000"
"","","","RJ","DEFERIDO","29.415.130/0001-77","","403937,63","50000","150000","0","0","0","0","603937,63"
"","","","RJ","DEFERIDO","29.506.920/0001-68","","0","120000","0","0","0","0","0","120000"
"","Destino   (Ex - O Amor do Outro Lado da Terra)","","RJ","IRREGULAR","29.528.452/0001-22","","1710000","2009350","792083","0","0","0","0","4511433"
"","Timor Lorosae","","RJ","IRREGULAR","29.528.452/0001-22","","697240,8","0","0","0","0","0","0","697240,8"
"","","","RJ","DEFERIDO","30.022.073/0001-45","ROBERTO WERNECK PRODUCOES CINEMATOGRAFICAS EIRELI","298540","0","0","0","0","0","0","298540"
"","","","RJ","DEFERIDO","30.022.073/0001-45","ROBERTO WERNECK PRODUCOES CINEMATOGRAFICAS EIRELI","299540","0","0","0","0","0","0","299540"
"","Chibata","","RJ","DEFERIDO","30.027.114/0001-96","","0","0","75000","0","0","0","0","75000"
"","Chateaubriand","","RJ","DEFERIDO","30.027.114/0001-96","","0","30000","0","0","0","0","0","30000"
"","","","RJ","DEFERIDO","30.027.114/0001-96","","0","39800","0","0","0","0","0","39800"
"","Nzinga (Ex - Mutantis do  Brasil  - Brasil  Crioulo)","","RJ","DEFERIDO","30.085.492/0001-26","","0","419192","0","0","0","0","0","419192"
"","O INVENTOR DE SONHOS (EX - UM CERTO OLHAR)","","RJ","DEFERIDO","30.120.265/0001-94","INDUSTRIA IMAGINARIA EIRELI","0","1680000","16000","0","0","0","0","1696000"
"","","","RJ","DEFERIDO","30.120.265/0001-94","INDUSTRIA IMAGINARIA EIRELI","0","0","0","0","300000","0","0","300000"
"","A Primeira Missa","","RJ","DEFERIDO","30.510.135/0001-68","","0","900000","1000000","0","0","0","0","1900000"
"","","","RJ","DEFERIDO","30.510.135/0001-68","","75000","200000","0","0","0","0","0","275000"
"","","","SP","DEFERIDO","30.693.863/0001-52","GRATTITUDE FILMS PRODUCTIONS LTDA","0","0","347000","0","0","0","0","347000"
"","","","RJ","DEFERIDO","30.713.390/0001-08","CINEFILMES LTDA","555384,78","237021","0","0","0","0","0","792405,78"
"","","","RJ","DEFERIDO","30.713.390/0001-08","CINEFILMES LTDA","480000","0","220000","0","0","0","0","700000"
"","","","RJ","DEFERIDO","30.713.390/0001-08","CINEFILMES LTDA","0","0","1000000","0","0","0","0","1000000"
"","Palavra Alada","","RJ","DEFERIDO","30.743.385/0001-48","FONTE CRIACAO E PRODUCAO ARTISTICA LTDA","0","0","350000","0","0","0","0","350000"
"","A GRANDE ESTREIA / PRETO NO BRANCO","","RJ","DEFERIDO","31.150.030/0001-08","DARON CINE VIDEO EIRELI","0","257000","0","0","0","0","0","257000"
"","Batalha ","","RJ","DEFERIDO","31.179.864/0001-46","","250000","1630000","0","0","0","0","0","1880000"
"","","","RJ","DEFERIDO","31.179.864/0001-46","","330599,8","0","0","0","0","0","0","330599,8"
"","","","RJ","DEFERIDO","31.179.864/0001-46","","926129,98","1822000","0","290452,75","0","0","0","3038582,73"
"","","","RJ","DEFERIDO","31.179.864/0001-46","","120000","1000000","0","1174214,4","0","0","0","2294214,4"
"","","","RJ","DEFERIDO","31.179.864/0001-46","","400000","300000","0","0","0","0","0","700000"
"","","","RJ","DEFERIDO","31.179.864/0001-46","","240000","0","360000","546002,89","0","0","0","1146002,89"
"","","","RJ","DEFERIDO","31.179.864/0001-46","","920000","400000","30000","395174,67","0","0","0","1745174,67"
"","","","RJ","DEFERIDO","31.179.864/0001-46","","892650","0","0","0","0","0","0","892650"
"","","","RJ","DEFERIDO","31.179.864/0001-46","","0","500000","0","0","0","0","0","500000"
"","","","RJ","DEFERIDO","31.179.864/0001-46","","0","0","173683,75","0","0","0","0","173683,75"
"","","","RJ","DEFERIDO","31.179.864/0001-46","","0","0","100000","0","0","0","0","100000"
"","Transeunte","","RJ","DEFERIDO","31.179.864/0001-46","","0","0","100000","235374,67","0","0","0","335374,67"
"","Jia Zhang-Ke, Um Homem de Fenyang (Ex:  Jia Zhang-Ke, Cinema Urgente)","","RJ","DEFERIDO","31.179.864/0001-46","","0","0","669202,7","0","0","0","0","669202,7"
"","","","RJ","DEFERIDO","31.179.864/0001-46","","0","0","730000","0","0","0","0","730000"
"","Uma Noite em 67 (Ex - A NOITE QUE MUDOU A MPB)","","RJ","DEFERIDO","31.179.864/0001-46","","0","0","930000","0","0","0","0","930000"
"","","","RJ","DEFERIDO","31.179.864/0001-46","","120000","0","180000","0","0","0","0","300000"
"","","","RJ","DEFERIDO","31.179.864/0001-46","","0","1000000","2720000","3000000","0","0","0","6720000"
"","MARINHEIRO DAS MONTANHAS (EX ARGELINO POR ACASO)","","RJ","DEFERIDO","31.179.864/0001-46","","0","0","0","0","200000","0","0","200000"
"","","","RJ","DEFERIDO","31.179.864/0001-46","","0","0","1250000","52489,38","670000","0","0","1972489,38"
"","","","RJ","DEFERIDO","31.179.864/0001-46","","0","0","150000","0","0","0","0","150000"
"","","","RJ","DEFERIDO","31.179.864/0001-46","","0","0","140000","0","0","0","0","140000"
"","Primeiro Dia ( Ex: Contagem Regressiva )","","RJ","DEFERIDO","31.179.864/0001-46","","0","2317000","0","0","0","0","0","2317000"
"","Onde a Terra Acaba","","RJ","DEFERIDO","31.179.864/0001-46","","107120","358000","0","0","0","0","0","465120"
"","","","RJ","DEFERIDO","31.179.864/0001-46","","0","337000","0","0","0","0","0","337000"
"","LAVOURA ARCAICA","","RJ","DEFERIDO","31.179.864/0001-46","","0","2722000","0","0","0","0","0","2722000"
