"","TITULO_PROJETO","","UF_PROPONENTE","SITUACAO_REGISTRO","CNPJ_PROPONENTE","RAZAO_SOCIAL_PROPONENTE","LEI_8313","ART1","ART1A","ART3","ART3A","ART39","FUNCINES","TOTAL_CAPTADO"
"","Eu Sinto Muito","","DF","DEFERIDO","03.138.801/0001-06","","0","0","435000","0","0","0","0","435000"
"","","","RJ","DEFERIDO","03.144.369/0001-66","","7500","0","0","100000","0","0","0","107500"
"","MINHA GRAVIDEZ","","RJ","DEFERIDO","03.144.369/0001-66","","7500","0","0","100000","0","0","0","107500"
"","","","RJ","DEFERIDO","03.189.055/0001-80","ABBAS FILMES LTDA.","0","0","0","0","0","826576","0","826576"
"","","","RJ","DEFERIDO","03.191.048/0001-12","MATINE FILMES LTDA","0","0","400000","0","0","0","0","400000"
"","Distrito Cultural - Segunda Temporada","","DF","DEFERIDO","03.218.295/0001-65","FABRIKA FILMES LTDA","0","0","0","0","550000","0","0","550000"
"","Distrito Cultural","","DF","DEFERIDO","03.218.295/0001-65","FABRIKA FILMES LTDA","0","0","0","0","501600","0","0","501600"
"","DISTRITO CULTURAL - QUARTA TEMPORADA","","DF","DEFERIDO","03.218.295/0001-65","FABRIKA FILMES LTDA","0","0","0","0","550000","0","0","550000"
"","DISTRITO CULTURAL - TERCEIRA TEMPORADA","","DF","DEFERIDO","03.218.295/0001-65","FABRIKA FILMES LTDA","0","0","0","0","550000","0","0","550000"
"","DISTRITO CULTURAL - QUINTA TEMPORADA","","DF","DEFERIDO","03.218.295/0001-65","FABRIKA FILMES LTDA","0","0","0","0","797360,02","0","0","797360,02"
"","","","SP","DEFERIDO","03.228.054/0001-05","RENATO CESAR DE ARRUDA CASTANHO","0","0","711369,1","0","0","0","0","711369,1"
"","","","RJ","DEFERIDO","03.247.208/0001-06","AA - AFROREGGAE AUDIOVISUAL S.A.","0","0","0","0","3000000","0","0","3000000"
"","","","RJ","DEFERIDO","03.247.208/0001-06","AA - AFROREGGAE AUDIOVISUAL S.A.","0","0","0","0","3000000","0","0","3000000"
"","","","RJ","DEFERIDO","03.247.208/0001-06","AA - AFROREGGAE AUDIOVISUAL S.A.","0","0","0","0","0","0","1655650,42","1655650,42"
"","","","RJ","DEFERIDO","03.247.208/0001-06","AA - AFROREGGAE AUDIOVISUAL S.A.","0","0","857000","0","2000000","0","750000","3607000"
"","","","RJ","DEFERIDO","03.247.208/0001-06","AA - AFROREGGAE AUDIOVISUAL S.A.","0","0","0","0","0","0","250000","250000"
"","Olimpiadas Dose Dupla","","RJ","DEFERIDO","03.257.178/0001-00","CF FILMES LTDA","0","0","0","0","340887,46","0","0","340887,46"
"","SENHORES DO VENTO","","RJ","DEFERIDO","03.257.178/0001-00","CF FILMES LTDA","423020,43","0","0","0","0","0","0","423020,43"
"","","","RJ","DEFERIDO","03.257.178/0001-00","CF FILMES LTDA","0","400000","0","0","0","0","0","400000"
"","Boris e Rufus","","SC","DEFERIDO","03.274.384/0001-29","BELLI STUDIO DESIGN LTDA.","0","0","1050000","0","0","0","0","1050000"
"","","","SC","DEFERIDO","03.274.384/0001-29","BELLI STUDIO DESIGN LTDA.","0","0","82249","0","0","0","0","82249"
"","Tuca, o Mestre Cuca","","SC","DEFERIDO","03.274.384/0001-29","BELLI STUDIO DESIGN LTDA.","0","0","0","0","250000","0","0","250000"
"","GARIMPEIROS DO VOTO","","RJ","DEFERIDO","03.279.751/0001-87","","0","0","0","0","180000","0","0","180000"
"","O BRASIL POR ELES - O OLHAR DO MUNDO PARA O ESPORTE BRASILEIRO","","RJ","DEFERIDO","03.279.751/0001-87","","0","0","0","0","2429034,83","0","0","2429034,83"
"","","","RJ","DEFERIDO","03.279.751/0001-87","","0","0","0","0","190000","0","0","190000"
"","O Rio Por Eles - O Rio de Janeiro Que os Brasileiros Nunca Viram na Tela","","RJ","DEFERIDO","03.279.751/0001-87","","0","0","0","0","1861576,26","0","0","1861576,26"
"","GABEIRA","","RJ","DEFERIDO","03.292.963/0001-02","","0","0","0","0","250000","0","0","250000"
"","","","RJ","IRREGULAR","03.327.485/0001-10","GUAPURUVU FILMES LTDA","0","0","390000","0","0","0","0","390000"
"","Ecos de Um Futuro Brasil","","RJ","IRREGULAR","03.327.485/0001-10","GUAPURUVU FILMES LTDA","200000","0","349933,7","0","0","0","0","549933,7"
"","","","RJ","IRREGULAR","03.327.485/0001-10","GUAPURUVU FILMES LTDA","550000","253562","0","0","0","0","0","803562"
"","VIDA SOBRE RODAS","","SP","DEFERIDO","03.351.961/0001-39","PROJECTOOLS COMUNICACAO MULTIMIDIA LTDA-ME","0","350000","845564,55","364134,55","0","140300,9","0","1700000"
"","BOBIOGRAPHY","","SP","DEFERIDO","03.351.961/0001-39","PROJECTOOLS COMUNICACAO MULTIMIDIA LTDA-ME","0","0","0","0","0","1819173,18","0","1819173,18"
"","COREOGRAFIA DA VIDA - DESENVOLVIMENTO","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","0","0","200000","0","0","200000"
"","","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","1250000","0","0","0","0","1250000"
"","#mechamadebruna - 2a Temporada","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","0","0","0","5942848,07","0","5942848,07"
"","Coreografia da Vida","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","600000","0","0","2800000","0","0","3400000"
"","Eu sou Assim (Ex-Fora da Curva)","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","0","0","1152843,9","0","0","1152843,9"
"","#MECHAMADEBRUNA - VERDADES E MENTIRAS (EX - BRUNA TELEFILME)","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","0","0","0","305183,29","0","305183,29"
"","","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","94000","0","0","0","0","94000"
"","BUZUM","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","0","0","715613,29","0","0","715613,29"
"","CRAQUES PARA SEMPRE  (EX O OUTONO DOS CRAQUES)","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","0","0","415773,86","0","0","415773,86"
"","BOA NOITE","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","0","0","19555,09","0","0","19555,09"
"","O NOME DA MORTE","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","0","0","1270000","0","0","1270000"
"","","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","0","0","1487724,92","0","0","1487724,92"
"","Democracia em Preto e Branco","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","275615","0","235000","0","0","510615"
"","Promessas do Futebol (Ex - Olheiros - Novos Talentos do Futebol)","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","0","0","989984,23","0","0","989984,23"
"","Julio Sumiu","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","0","1400049,34","384785,95","0","0","1784835,29"
"","","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","0","0","2719348","0","0","2719348"
"","#MECHAMADEBRUNA (Ex-Bruna)","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","0","0","0","5084998,03","0","5084998,03"
"","","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","0","0","1073371,29","0","0","1073371,29"
"","","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","80000","200000","0","0","0","280000"
"","","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","667800","0","2050000","57256,99","0","0","2775056,99"
"","","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","0","250000","0","0","0","250000"
"","#mechamadebruna - telefilme","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","0","0","0","300000","0","300000"
"","#mechamadebruna - terceira temporada","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","0","0","0","3999937,26","0","3999937,26"
"","","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","0","0","405173,8","0","0","405173,8"
"","#MeChamaDeBruna - 4a Temporada","","RJ","DEFERIDO","03.360.320/0001-40","TV ZERO CINEMA LTDA","0","0","0","0","0","4999999,61","0","4999999,61"
"","Acquaria","","SP","DEFERIDO","03.380.530/0001-09","","135714","2101228","0","2926542,27","0","0","0","5163484,27"
"","","","SP","DEFERIDO","03.380.530/0001-09","","200000","600000","0","0","0","0","0","800000"
"","Entre Vales (Ex - Entre Vales e Montanhas) (Ex - O Lixo nosso de cada dia)","","SP","IRREGULAR","03.382.581/0001-61","POLO DE IMAGEM LTDA (BAIXADO)","0","302950","400000","0","0","0","0","702950"
"","","","SC","IRREGULAR","03.418.287/0001-62","ACS MULLTIMIDIAX LTDA - ME","0","0","99000","0","0","0","0","99000"
"","Programa Alternativo II","","DF","IRREGULAR","03.419.940/0001-08","TV ALTERNATIVA CINEMA E VIDEO PRODUCAO EIRELI","110000","0","0","0","0","0","0","110000"
"","Programa Alternativo","","DF","IRREGULAR","03.419.940/0001-08","TV ALTERNATIVA CINEMA E VIDEO PRODUCAO EIRELI","656000","0","0","0","0","0","0","656000"
"","","","SP","DEFERIDO","03.435.290/0001-94","FILMES MAIS LTDA","0","0","151292,7","0","0","0","0","151292,7"
"","","","SP","DEFERIDO","03.435.290/0001-94","FILMES MAIS LTDA","0","0","1751766,27","0","1252079,18","0","0","3003845,45"
"","","","SP","DEFERIDO","03.435.290/0001-94","FILMES MAIS LTDA","0","700000","1448707,3","550000","0","0","0","2698707,3"
"","","","SP","DEFERIDO","03.435.290/0001-94","FILMES MAIS LTDA","0","517350","1232649,04","0","0","0","0","1749999,04"
"","","","SP","DEFERIDO","03.435.290/0001-94","FILMES MAIS LTDA","0","0","1000000","0","0","0","0","1000000"
"","","","SP","DEFERIDO","03.435.290/0001-94","FILMES MAIS LTDA","0","0","0","0","1236170,16","0","0","1236170,16"
"","","","SP","DEFERIDO","03.435.290/0001-94","FILMES MAIS LTDA","0","0","0","0","2824685,37","0","0","2824685,37"
"","AS MIL FACES DO CRIME - DESENVOLVIMENTO","","SP","DEFERIDO","03.435.290/0001-94","FILMES MAIS LTDA","0","0","0","0","75000","0","0","75000"
"","EU TE DEDICO","","SP","DEFERIDO","03.435.290/0001-94","FILMES MAIS LTDA","0","0","0","0","61419,56","0","0","61419,56"
"","","","SP","DEFERIDO","03.435.290/0001-94","FILMES MAIS LTDA","0","0","884899,7","0","0","0","0","884899,7"
"","","","SP","DEFERIDO","03.435.290/0001-94","FILMES MAIS LTDA","0","0","0","0","3000000","0","0","3000000"
"","","","SP","DEFERIDO","03.435.290/0001-94","FILMES MAIS LTDA","0","0","0","0","1973217,32","0","0","1973217,32"
"","BATALHA MAKERS BRASIL (EX MAKERS)","","SP","DEFERIDO","03.435.290/0001-94","FILMES MAIS LTDA","0","0","0","0","0","3243866,46","0","3243866,46"
"","Nossos Ursos Camaradas","","PE","DEFERIDO","03.450.528/0001-50","","0","0","80000","0","0","0","0","80000"
"","","","SP","IRREGULAR","03.469.465/0001-84","","198637","167662","0","0","0","0","0","366299"
"","","","SP","IRREGULAR","03.469.465/0001-84","","90000","0","0","0","0","0","0","90000"
"","","","RJ","IRREGULAR","03.511.914/0001-05","","600000","0","0","0","0","0","0","600000"
"","A Novela das Oito","","SP","IRREGULAR","03.518.730/0001-77","","0","800000","0","3000000","0","0","0","3800000"
"","O SONHO DE INACIM - O APRENDIZ DO PADRE ROLIM (Ex O aprendiz do padre Rolim)","","PB","DEFERIDO","03.576.269/0001-09","","0","249986","0","0","0","0","0","249986"
"","","","RJ","IRREGULAR","03.609.622/0001-00","HELENA MARTINHO DA ROCHA","345000","285000","0","0","0","0","0","630000"
"","As Aventuras de Daya","","RJ","IRREGULAR","03.619.162/0001-09","ALLY-WII ARTES LTDA - ME","300000","660000","125000","0","0","0","0","1085000"
"","ORQUESTRA DOS MENINOS","","RJ","DEFERIDO","03.626.688/0001-08","","1260000","1968000","100000","770000","0","0","0","4098000"
"","Centro do Rio","","RJ","DEFERIDO","03.626.688/0001-08","","200000","200000","0","0","0","0","0","400000"
"","UMA PITADA DE SORTE (EX- Amor Tamanho Familia)","","RJ","DEFERIDO","03.626.688/0001-08","","0","0","0","0","2700000","0","0","2700000"
"","","","RJ","DEFERIDO","03.626.688/0001-08","","0","0","0","0","80000","0","0","80000"
"","DOIDAS E SANTAS","","RJ","DEFERIDO","03.626.688/0001-08","","0","0","0","0","600000","0","0","600000"
"","Doidas e Santas - Desenvolvimento","","RJ","DEFERIDO","03.626.688/0001-08","","0","0","0","142500","0","0","0","142500"
"","Mallandro - A Terapia da Alegria","","RJ","DEFERIDO","03.626.688/0001-08","","0","0","0","0","600000","0","0","600000"
"","","","BA","DEFERIDO","03.642.339/0001-80","","32896,78","0","157407,1","0","0","0","0","190303,88"
"","","","SP","DEFERIDO","03.675.713/0001-43","CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME","0","0","250000","0","0","0","0","250000"
"","","","SP","DEFERIDO","03.675.713/0001-43","CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME","0","0","1065000","2928560,57","0","0","0","3993560,57"
"","CORPOS CELESTES","","SP","DEFERIDO","03.675.713/0001-43","CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME","0","400000","0","0","0","0","0","400000"
"","","","SP","DEFERIDO","03.675.713/0001-43","CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME","0","400000","0","2360000","0","0","0","2760000"
"","ABESTALHADOS 2","","SP","DEFERIDO","03.675.713/0001-43","CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME","0","400000","0","2278093,67","721897,82","0","0","3399991,49"
"","A Estilista","","SP","DEFERIDO","03.699.216/0001-85","GTEC DIGITAL EIRELI","0","0","370000","0","0","0","0","370000"
"","","","SP","DEFERIDO","03.729.417/0001-88","","0","0","634000","0","0","0","0","634000"
"","","","SP","DEFERIDO","03.746.956/0001-25","","0","0","2000000","0","0","0","0","2000000"
"","Sobrevivi ao Holocausto","","PR","IRREGULAR","03.754.267/0001-62","","0","0","938076,98","0","0","0","0","938076,98"
"","PROJETO DE INFRAESTRUTURA - AFINAL FILMES","","RJ","DEFERIDO","03.760.043/0001-63","AFINAL FILMES LTDA","0","0","0","0","0","0","1229457,25","1229457,25"
"","Migliaccio, O Brasileiro em Cena","","RJ","DEFERIDO","03.760.043/0001-63","AFINAL FILMES LTDA","0","0","0","0","50000","0","0","50000"
"","ESTRUTURA AFINAL FILMES","","RJ","DEFERIDO","03.760.043/0001-63","AFINAL FILMES LTDA","0","0","0","0","0","0","1000000","1000000"
"","NUVEM CIGANA, ARTIMANHAS CARIOCAS","","RJ","DEFERIDO","03.760.075/0001-69","","0","0","81294","151206,87","0","0","0","232500,87"
"","IMPUROS - TELEFILME","","DF","DEFERIDO","03.762.421/0001-48","","0","0","0","0","0","257262,99","0","257262,99"
"","IMPUROS (EX OURO BRANCO)","","DF","DEFERIDO","03.762.421/0001-48","","0","0","0","0","0","8639207,9","0","8639207,9"
"","MARESIA (EX - BARCO A SECO)","","RJ","DEFERIDO","03.766.122/0001-81","SOLAR FILMES LTDA - ME","0","119263","733000","0","0","0","0","852263"
"","","","SP","DEFERIDO","03.767.502/0001-30","","0","506000","0","0","0","0","0","506000"
"","","","PE","DEFERIDO","03.767.725/0001-06","FABRICA ESTUDIOS LTDA","0","0","1383000","0","0","0","0","1383000"
"","","","SP","DEFERIDO","03.780.121/0001-91","SET_5 PRODUTORA LTDA.","0","0","0","0","0","177455,27","0","177455,27"
"","Dando uma Geral","","SP","DEFERIDO","03.780.121/0001-91","SET_5 PRODUTORA LTDA.","0","0","0","0","0","235398,94","0","235398,94"
"","","","SP","DEFERIDO","03.780.121/0001-91","SET_5 PRODUTORA LTDA.","0","0","0","0","0","176031,65","0","176031,65"
"","","","SP","DEFERIDO","03.780.121/0001-91","SET_5 PRODUTORA LTDA.","0","0","0","0","0","294196,91","0","294196,91"
"","","","RS","DEFERIDO","03.798.796/0001-68","","150000","93500","38296","0","0","0","0","281796"
"","O DONO DO LAR","","SP","DEFERIDO","03.816.467/0001-00","RG PRODUCOES EIRELI - EPP","0","0","0","0","2745310,56","0","0","2745310,56"
"","","","SP","DEFERIDO","03.816.467/0001-00","RG PRODUCOES EIRELI - EPP","0","0","0","0","2891165,5","0","0","2891165,5"
"","","","RJ","IRREGULAR","03.831.332/0001-06","","75000","1830000","325000","500000","0","0","0","2730000"
"","","","RJ","IRREGULAR","03.831.332/0001-06","","0","0","0","0","0","0","0","0"
"","","","RJ","DEFERIDO","03.838.776/0001-73","HARE FILMES PRODUCOES LTDA - ME","0","768405","40000","125000","0","0","0","933405"
"","","","RJ","DEFERIDO","03.838.776/0001-73","HARE FILMES PRODUCOES LTDA - ME","600000","1373482","0","38005,62","0","0","0","2011487,62"
"","","","RJ","DEFERIDO","03.838.776/0001-73","HARE FILMES PRODUCOES LTDA - ME","0","2000000","1200000","1079607,6","0","0","0","4279607,6"
""," AS TRAPACEIRAS - DESENVOLVIMENTO","","RJ","DEFERIDO","03.838.776/0001-73","HARE FILMES PRODUCOES LTDA - ME","0","0","0","150000","150000","0","0","300000"
"","TERMINADORES (EX:Ponto Final)","","RJ","DEFERIDO","03.847.111/0001-26","","0","0","0","0","0","608179","0","608179"
"","","","RJ","DEFERIDO","03.847.111/0001-26","","135000","0","0","0","0","0","0","135000"
"","","","RJ","DEFERIDO","03.847.111/0001-26","","0","0","800000","0","0","0","0","800000"
"","Colegas","","SP","DEFERIDO","03.863.923/0001-65","","0","1400000","2192702,6","0","0","0","0","3592702,6"
"","A Despedida","","SP","DEFERIDO","03.863.923/0001-65","","0","0","613769,3","0","48000","0","0","661769,3"
"","Glitter Model","","SP","DEFERIDO","03.876.997/0001-36","MONSTER MOVIE PRODUCOES E CASTING LTDA","0","0","0","930535,03","1602621,96","0","0","2533156,99"
"","Glitter Model - Toda menina tem o seu brilho","","SP","DEFERIDO","03.876.997/0001-36","MONSTER MOVIE PRODUCOES E CASTING LTDA","0","0","0","349538","2650457,5","0","0","2999995,5"
"","","","SP","DEFERIDO","03.876.997/0001-36","MONSTER MOVIE PRODUCOES E CASTING LTDA","0","0","0","0","2999499,46","0","0","2999499,46"
"","","","RJ","DEFERIDO","03.984.281/0001-52","","550000","0","0","0","0","0","0","550000"
"","DEGOLA FATAL - GLAUBER MORTO (A)","","RJ","DEFERIDO","03.984.281/0001-52","","50000","41178","0","0","0","0","0","91178"
"","","","RJ","DEFERIDO","03.984.281/0001-52","","0","1000000","0","0","0","0","0","1000000"
"","","","RJ","DEFERIDO","03.987.306/0001-71","CAMISA LISTRADA LTDA","0","0","75000","0","0","0","0","75000"
"","","","RJ","DEFERIDO","03.987.306/0001-71","CAMISA LISTRADA LTDA","0","0","0","0","100000","0","0","100000"
"","","","RJ","DEFERIDO","03.987.306/0001-71","CAMISA LISTRADA LTDA","0","0","150000","2400000","599999,99","0","0","3149999,99"
"","O PALESTRANTE (EX- O PALESTRANTE MOTIVACIONAL)","","RJ","DEFERIDO","03.987.306/0001-71","CAMISA LISTRADA LTDA","0","0","900000","1871224,46","1128733,44","0","0","3899957,9"
"","","","RJ","DEFERIDO","03.987.306/0001-71","CAMISA LISTRADA LTDA","0","0","0","0","105500","0","0","105500"
"","","","RJ","DEFERIDO","03.987.306/0001-71","CAMISA LISTRADA LTDA","0","0","0","0","92000","0","0","92000"
"","Legado italiano","","RJ","DEFERIDO","03.987.306/0001-71","CAMISA LISTRADA LTDA","0","0","106400","0","200000","0","0","306400"
"","O Candidato Honesto 2","","RJ","DEFERIDO","03.987.306/0001-71","CAMISA LISTRADA LTDA","0","0","554117,78","2000000","1000000","0","0","3554117,78"
"","Os Farofeiros","","RJ","DEFERIDO","03.987.306/0001-71","CAMISA LISTRADA LTDA","0","0","645882,22","1275791,23","1632208,77","0","0","3553882,22"
"","","","RJ","DEFERIDO","03.987.306/0001-71","CAMISA LISTRADA LTDA","0","0","800000","0","2880000","0","0","3680000"
"","Mussum, O Filmis","","RJ","DEFERIDO","03.987.306/0001-71","CAMISA LISTRADA LTDA","0","974000","0","0","2900000","0","1500000","5374000"
"","","","RJ","DEFERIDO","03.987.306/0001-71","CAMISA LISTRADA LTDA","0","1450553","0","0","0","0","0","1450553"
"","O Menino no Espelho","","RJ","DEFERIDO","03.987.306/0001-71","CAMISA LISTRADA LTDA","0","1000000","2974019,7","0","0","0","0","3974019,7"
"","","","RJ","DEFERIDO","03.987.306/0001-71","CAMISA LISTRADA LTDA","0","0","20000","0","0","0","0","20000"
"","FILME PAISAGEM, UM OLHAR SOBRE ROBERTO BURLE MARX (EX BURLE MARX, JARDINS E PAISAGENS)","","RJ","DEFERIDO","03.987.306/0001-71","CAMISA LISTRADA LTDA","0","0","885000","0","0","0","0","885000"
"","Os Farofeiros 2","","RJ","DEFERIDO","03.987.306/0001-71","CAMISA LISTRADA LTDA","0","0","0","0","3000000","0","0","3000000"
"","","","RJ","DEFERIDO","03.987.306/0001-71","CAMISA LISTRADA LTDA","0","0","55000","767613,41","2232386,59","0","0","3055000"
"","Windhoek","","RJ","DEFERIDO","04.000.017/0001-08","","0","0","100000","0","0","0","0","100000"
"","","","RJ","DEFERIDO","04.031.248/0001-70","","0","0","3000001,03","0","0","0","0","3000001,03"
"","Faixa de Areia","","RJ","DEFERIDO","04.052.454/0001-67","","40000","200000","0","0","0","0","0","240000"
"","","","SC","DEFERIDO","04.069.379/0001-47","","0","0","0","0","2880000","0","0","2880000"
"","Quando o Brasil era Moderno","","SC","DEFERIDO","04.069.379/0001-47","","0","150000","0","0","0","0","0","150000"
"","","","SC","DEFERIDO","04.069.379/0001-47","","0","0","0","0","0","1714897,25","0","1714897,25"
